PassengerId,Survived
892,0.18692290615565232
893,0.04810730966952326
894,0.18695409441817123
895,0.24464731218753277
896,0.2885461091190735
897,0.3440135989399462
898,0.2210103916308942
899,0.4790173234394631
900,0.312014576474858
901,0.21632054878644524
902,0.2440480005658897
903,0.5293073972984709
904,0.7052680403780801
905,0.14904975415292887
906,0.5061474361427125
907,0.4471746442484379
908,0.39449823400575945
909,0.28918207953871355
910,0.20102512002241246
911,0.10654836839087423
912,0.4438820560625867
913,0.4233920950547776
914,0.6783349225227399
915,0.7932681812595578
916,0.7939977777228873
917,0.031140671962717192
918,0.7861274493899983
919,0.27776747259197354
920,0.5708736328329416
921,0.1687307539005477
922,0.2479763476913417
923,0.4070830517982974
924,0.2573793723215344
925,0.3052851209800522
926,0.632835738413851
927,0.30820970749261134
928,0.24416853513228776
929,0.2903057399744926
930,0.2605214424573645
931,0.2820374942555345
932,0.20310893870011704
933,0.674322340877533
934,0.1374758682644036
935,0.43305501376440425
936,0.5146282324996889
937,0.2592903014581631
938,0.5398093395150564
939,0.24393403208482078
940,0.46208292216987545
941,0.2739415247784587
942,0.6802529390568129
943,0.45747361114593266
944,0.47693998477031996
945,0.8145274398891682
946,0.45790032852464
947,0.2638873317117829
948,0.18317009684994334
949,0.2590753403313184
950,0.20741532806588658
951,0.7901736364267327
952,0.3201453802108227
953,0.4182263762478625
954,0.31242167376526053
955,0.2819631799866652
956,0.9712306668477758
957,0.4621376422570027
958,0.3125226664110363
959,0.5345171592621705
960,0.6454369717090283
961,0.7492317042901366
962,0.2667632459783007
963,0.28970642835284954
964,0.22885134960019005
965,0.6638229211573741
966,0.7580155659249568
967,0.7770399108361901
968,0.24416853513228776
969,0.3744938415570359
970,0.43305501376440425
971,0.2667632459783007
972,0.4126143511020379
973,0.4794932579728144
974,0.5064781834049911
975,0.2440480005658897
976,0.4540928588782842
977,0.20612884434748302
978,0.24403502473059657
979,0.3126561768127275
980,0.24393403208482078
981,0.6569609736379636
982,0.24374432887359565
983,0.24395357400544304
984,0.7432947788154401
985,0.24416853513228776
986,0.6891118945528302
987,0.25918930881238733
988,0.29928117305233415
989,0.22885134960019005
990,0.2972836485614274
991,0.19851010734532792
992,0.532104800260545
993,0.42300032087468764
994,0.24393403208482078
995,0.2515633119699363
996,0.33125698993473884
997,0.24787356920807446
998,0.2896478025909829
999,0.24393403208482078
1000,0.2446863960287773
1001,0.5205670003560773
1002,0.35094705060333753
1003,0.24395685704810766
1004,0.609844075967318
1005,0.3082519962088379
1006,0.5099322098307877
1007,0.27461648602792277
1008,0.2429080812521529
1009,0.4517997553632591
1010,0.6438958726515804
1011,0.4077808449457011
1012,0.5721799083937307
1013,0.20088832657805666
1014,0.5947870485913845
1015,0.2359334557078827
1016,0.24393403208482078
1017,0.37262064734319655
1018,0.28201852270586736
1019,0.1699586118570846
1020,0.3417381581904847
1021,0.26699774902576767
1022,0.2061198453098212
1023,0.47799342360924224
1024,0.44203170239079737
1025,0.1998623757453888
1026,0.12229219313399686
1027,0.26684469670345423
1028,0.24732852073400036
1029,0.46349396562237744
1030,0.27460748699026094
1031,0.4089377854877566
1032,0.28079816589304785
1033,0.7263735162017994
1034,0.6950711841844743
1035,0.4584362884169585
1036,0.5601762714101335
1037,0.09237015116167568
1038,0.6941085355075562
1039,0.2822172249547543
1040,0.674322340877533
1041,0.44623334110682056
1042,0.7950729230675289
1043,0.2440480005658897
1044,-0.005751671956278459
1045,0.27103626652339075
1046,0.2888888957602289
1047,0.26660691061332276
1048,0.811709006130324
1049,0.2744544346679475
1050,0.5601762714101335
1051,0.34837784117050086
1052,0.2439209780818452
1053,0.40500461313754466
1054,0.46388480403482235
1055,0.24334777446615352
1056,0.34934789615497797
1057,0.2657187353434648
1058,0.53323572053662
1059,0.3392668764656491
1060,0.675237528104114
1061,0.2829305050574663
1062,0.24377769671984284
1063,0.24352365175175372
1064,0.23613459090910227
1065,0.24352693479441823
1066,0.35074978961604075
1067,0.6596491489301645
1068,0.5277172180004703
1069,0.4483976826511187
1070,0.545906885801418
1071,0.5291359006489162
1072,0.43305501376440425
1073,0.6454908860578585
1074,0.7205177967520331
1075,0.24393403208482078
1076,0.8500666228337428
1077,0.35930266459414073
1078,0.5538583041695753
1079,0.23417450376369253
1080,0.040000484060123576
1081,0.35695763411947123
1082,0.36973215512323454
1083,0.6738924186238435
1084,0.37017781772132186
1085,0.1966450469289336
1086,0.7078364153198338
1087,0.19835705502301448
1088,1.0106333196299728
1089,0.3124412156858828
1090,0.4843689874536329
1091,0.24421738993384334
1092,0.24999202747771687
1093,0.5442083627345999
1094,0.6361793759631323
1095,0.6136475763256731
1096,0.46914951152464623
1097,0.6736905114999745
1098,0.18305612836887442
1099,0.4767592494891396
1100,0.6295791003171541
1101,0.25926747649487625
1102,0.21743461735010117
1103,0.24338685830739792
1104,0.5792730552086507
1105,0.17187896804640868
1106,0.08018810262018572
1107,0.5726440167671261
1108,0.24403502473059657
1109,0.557165689446819
1110,0.646886025076406
1111,0.24416853513228776
1112,0.3906802214764431
1113,0.2898269629192476
1114,0.49197872541812626
1115,0.2896282606703606
1116,0.4771693799004434
1117,0.34191779348005547
1118,0.274408784741374
1119,0.24393403208482078
1120,0.14694789422710142
1121,0.38739658597744453
1122,0.5954580160905673
1123,0.7199807686644928
1124,0.2455663752912397
1125,0.24403502473059657
1126,0.5749267637076925
1127,0.2972836485614274
1128,0.3877839920566505
1129,0.2967918175032068
1130,0.5273883979571726
1131,0.5339085745044831
1132,0.46216486509830157
1133,0.42432191857135715
1134,0.6247455993823572
1135,0.24404151264824314
1136,0.3052851209800522
1137,0.5445264984978859
1138,0.5001863320794693
1139,0.3599973848946846
1140,0.4077808449457011
1141,0.20612884434748302
1142,0.7149546896834558
1143,0.2973389912806297
1144,0.7174402464369127
1145,0.2679943869775022
1146,0.2034484077236648
1147,0.24377769671984284
1148,0.24393403208482078
1149,0.2365587971677945
1150,0.5167621313738305
1151,0.2896120017924029
1152,0.136138997275557
1153,0.28967391059693415
1154,0.5406059882290213
1155,0.4482691556482793
1156,0.4328498235978707
1157,0.2440480005658897
1158,0.6535688211767086
1159,0.24377769671984284
1160,0.24416853513228776
1161,0.3207446918324658
1162,0.5677984930066473
1163,0.24393403208482078
1164,0.725049984401406
1165,0.20694632197095275
1166,0.24352365175175372
1167,0.47626848662614074
1168,0.44632029763116643
1169,0.3240737273362747
1170,0.3962627228567587
1171,0.49197872541812626
1172,0.27508626404550596
1173,0.45141578514157976
1174,0.24393403208482078
1175,0.389785137208558
1176,0.44693565724619133
1177,0.17505555199193634
1178,0.24354319367237598
1179,0.6976583024135868
1180,0.24352693479441823
1181,0.24416853513228776
1182,0.6845232234423451
1183,0.2204794767314291
1184,0.24352693479441823
1185,0.5227188987536089
1186,0.17681432484793835
1187,0.251657738530383
1188,0.7251558757930623
1189,0.1687307539005477
1190,0.666305902815715
1191,0.22879600688098778
1192,0.20590488418297648
1193,0.45748338210624373
1194,0.3864440689507227
1195,0.2674765260810127
1196,0.24393403208482078
1197,0.3957785648101295
1198,0.7982814928397408
1199,0.490393791661047
1200,0.516599469916942
1201,0.0688831789728741
1202,0.3131349538679725
1203,0.2815723415742203
1204,0.2437972386404651
1205,0.16783665243988777
1206,0.5465175654642231
1207,0.3200183577267782
1208,0.4967628904594602
1209,0.5148079393116061
1210,0.24401548280997432
1211,0.42230252772728405
1212,0.2515633119699363
1213,0.25874641072340476
1214,0.46349396562237744
1215,0.6286639130905731
1216,0.727449591582939
1217,0.2738258101653711
1218,0.5503247176845033
1219,0.5708926043826087
1220,0.4077808449457011
1221,0.501542655444844
1222,0.4067690232458836
1223,0.5854677673020162
1224,0.24352365175175372
1225,0.31407539110108784
1226,0.2440480005658897
1227,0.6510632047303637
1228,0.4178355378354176
1229,0.24433454747172423
1230,0.48556472484733226
1231,0.24352693479441823
1232,0.5224176772760994
1233,0.20575183186066304
1234,0.6637560614867621
1235,0.8642050407573653
1236,0.25222687927167575
1237,0.32756298201175815
1238,0.46349396562237744
1239,0.15981981718499183
1240,0.479104279963809
1241,0.4316986903990295
1242,0.6121814867158579
1243,0.46914951152464623
1244,0.5716633172441574
1245,0.3781959500777632
1246,0.5072070696958494
1247,0.4988684454404977
1248,0.3642058929032621
1249,0.24403502473059657
1250,0.24393403208482078
1251,0.18415619191871735
1252,0.13512220861628976
1253,0.5004934970102328
1254,0.4316986903990295
1255,0.24464731218753277
1256,0.6690800836214243
